;s_1_1;s_1_2;s_1_3;s_2_1;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;s_20_1;s_20_2;s_20_3;s_20_4;s_20_5;s_20_6;s_20_7;s_20_8;s_20_9;s_20_10;s_20_11;s_20_12;s_172;s_22;s_23;s_24_1;s_24_2;s_24_3;s_24_4;s_24_5;s_24_6;s_24_7;s_24_8;s_24_9;s_24_10;s_24_11;s_24_12;s_24_13;s_24_14;s_24_15;s_24_16;s_25;s_26;s_27;s_28;s_29;s_30;s_31;s_32;s_33;s_34;s_35;s_37;s_39;s_40;s_41;s_42;s_43;s_44;s_45;s_46;s_47;s_48;s_49;s_50;s_51;s_52;s_53;s_54;s_55;s_56;s_57;s_58;s_59;s_60;s_61;s_62;s_63;s_64;s_65;s_66;s_67;s_68;s_69;s_70;s_71;s_72;s_73;s_74;s_75;s_76;s_77;s_78;s_79;s_80;s_81;s_83;s_113;s_114;s_115;s_185;s_184;s_116;s_187;s_188;s_190;s_133;s_134;s_135;s_136;s_137;s_138;s_139;s_140;s_141;s_142;lang;stato_1;stato_2;stato_3;stato_4;stato_5
1028;1;1;1;1;2;21;Colombia;2;2;1;1;1;5;1;1;5;4;4;5;5;12;1;0;1;1;0;1;0;0;0;0;1;0;NA;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;NA;5;4;5;4;2;2;2;1;2;2;1;2;2;4;5;2;1;3;5;2;2;2;2;2;2;5;2;2;2;6;2;2;4;4;2;4;5;3;2;2;4;2;5;4;2;6;6;6;4;2;2;NA;NA;NA;2;2;2;2;3;1;1;1;1;3;3;3;4;4;2;3;3;3;3;3;0;0;0;1;0
1029;1;1;1;1;2;19;Colombia;2;2;4;1;1;6;1;1;5;5;5;6;6;9;1;1;1;1;1;1;0;0;0;0;1;0;NA;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;6;6;6;2;2;3;2;1;2;2;1;2;2;4;6;5;3;3;5;4;1;1;1;6;6;5;4;5;4;6;6;5;6;6;2;6;6;2;6;5;4;2;5;6;5;5;6;6;2;6;5;6;4;NA;2;2;4;4;4;1;2;3;1;3;4;5;2;3;5;3;3;5;5;3;0;0;0;1;0
1030;1;1;1;1;2;30;Colombia;4;1;3;2;1;6;2;2;6;6;6;6;6;18;1;0;0;1;0;1;0;0;0;0;1;0;NA;1;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;5;4;6;4;2;1;2;1;2;2;1;2;2;2;4;4;3;3;3;3;1;1;2;2;3;2;1;1;1;1;1;1;3;2;7;5;7;2;3;1;1;1;7;2;2;2;5;NA;6;4;5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1032;1;1;1;1;2;44;Colombia;5;1;3;1;NA;1;2;2;6;2;6;6;6;NA;1;1;1;1;1;1;1;0;0;0;1;0;NA;1;3;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1033;1;1;1;1;2;47;Colombia;5;1;2;2;3;6;1;1;6;6;6;6;6;15;1;0;1;1;1;1;1;0;1;0;1;0;NA;1;4;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;no;6;2;6;1;1;1;1;2;2;2;2;2;2;1;1;1;3;5;2;5;1;1;1;1;1;1;1;2;2;5;1;5;1;1;1;5;2;1;1;1;1;1;5;1;1;1;4;4;1;1;5;1;5;no;1;1;1;1;1;1;1;1;1;1;1;3;4;4;2;5;4;3;3;3;0;0;0;1;0
1034;1;1;1;1;2;54;USA;4;1;1;1;3;5;1;1;5;1;5;5;5;20;1;0;1;1;1;1;1;0;0;0;1;0;NA;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;3;3;3;5;2;2;2;1;2;2;1;2;2;6;5;4;2;3;4;5;4;2;2;4;4;4;2;2;2;5;2;2;2;2;5;5;5;2;2;2;2;2;5;2;2;2;5;5;2;2;4;1;2;NA;1;1;2;1;1;2;1;1;1;2;2;3;5;5;2;5;5;2;2;3;0;0;0;1;0
1035;1;1;1;1;2;19;USA;4;1;1;2;3;6;1;1;6;4;6;6;4;18;0;0;0;0;0;0;1;0;0;0;1;0;NA;2;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;3;NA;5;5;6;3;1;3;1;1;2;2;1;2;2;6;6;6;2;1;5;2;3;5;6;6;4;5;6;6;6;2;5;4;5;6;6;4;1;5;6;6;6;5;4;4;4;6;3;6;1;1;1;5;1;I work at a restaurant and cannot work from home. I have not been able to work in over two weeks.;2;3;3;3;3;4;2;3;4;5;5;5;2;2;4;3;2;5;5;2;0;0;0;1;0
1036;1;1;1;1;1;32;Thailand;5;1;2;1;3;5;1;1;6;5;6;6;6;10;1;1;1;1;0;1;1;1;1;1;1;0;NA;1;5;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;4;NA;6;6;6;1;1;3;1;1;2;2;1;2;2;4;5;4;3;3;5;4;2;1;2;2;2;5;2;2;1;5;3;2;5;2;5;5;5;1;4;3;3;3;5;5;5;3;5;2;6;4;5;5;5;NA;3;1;1;1;1;1;1;1;1;1;1;3;2;3;3;3;4;4;3;2;0;0;0;1;0
1037;1;1;1;1;1;24;Colombia;4;2;4;1;2;4;3;4;6;6;6;6;6;14;1;0;0;1;1;1;1;0;0;0;1;0;NA;3;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;NA;4;3;5;5;1;2;2;2;2;2;2;2;2;2;6;4;5;4;6;4;4;2;5;2;4;6;7;7;7;4;1;2;5;7;4;5;4;3;4;1;2;2;4;5;4;4;5;6;4;5;3;2;5;NA;2;1;1;2;1;2;2;2;1;2;3;2;4;3;3;4;3;4;3;3;0;0;0;1;0
1038;1;1;1;1;1;37;Colombia;5;1;3;1;3;6;1;1;6;5;6;6;6;10;1;1;1;1;1;1;1;0;0;0;1;0;NA;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;gracias por hacer este estudios    falto preguntar si hemos hecho algun plan para el aislamiento oz para sobrellevar la cuarentena;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1039;1;1;1;1;2;23;Colombia;4;2;4;1;2;5;1;2;5;2;2;5;5;17;1;0;0;1;0;1;1;0;1;0;1;0;NA;3;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;NA;5;5;6;2;2;1;4;2;2;2;2;2;2;7;5;7;4;4;4;3;7;7;1;5;5;5;7;7;4;6;7;7;6;1;5;6;5;7;4;7;7;4;6;4;1;1;1;1;1;NA;NA;NA;NA;NA;2;1;4;2;3;1;2;1;1;3;3;3;4;5;3;4;4;3;3;3;0;0;0;1;0
1040;1;1;1;1;2;42;Colombia;4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1041;1;1;1;1;2;24;Taiwan;5;1;3;1;1;6;3;4;6;5;5;6;5;14;0;0;0;0;0;1;0;0;0;0;0;0;NA;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;NA;4;4;5;4;4;6;4;2;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;0;0;1;0;0
1042;1;1;1;1;2;21;Colombia;4;2;3;2;3;6;1;1;6;4;6;6;6;15;0;0;0;0;1;1;1;0;0;0;0;0;NA;3;6;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;3;a pesar de las medidas propuestas por el gobierno como el  quédate en casa  y los comparendos que han impuesto en algunas zonas hay sectores y barrios dónde se continúa con las actividades por fuera de casa sin ninguna intervención de la fuerza pública  o sanción  lo que sigue permitiendo la propagación del virus;6;6;6;3;1;1;4;1;2;2;1;1;2;2;5;5;5;4;3;4;2;4;4;4;4;4;2;2;4;5;2;2;5;5;2;5;1;5;5;2;1;5;3;4;2;1;2;5;6;4;3;5;2;NA;1;2;2;3;3;4;1;2;1;5;3;4;3;3;4;3;2;1;3;3;0;0;0;1;0
1043;1;1;1;1;1;35;Spain;5;2;4;1;1;6;1;1;6;5;6;6;6;20;1;0;1;1;1;1;1;0;1;0;0;0;NA;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;5;4;5;1;2;1;1;2;2;2;2;2;2;2;3;3;1;2;2;3;1;1;1;1;3;2;2;2;2;2;2;2;1;1;6;6;6;1;1;1;1;1;6;2;2;1;1;6;1;1;6;1;6;NA;1;1;1;1;1;1;2;1;1;1;2;3;4;4;2;4;4;3;2;3;0;0;0;1;0
1044;1;1;1;1;2;40;Thailand;5;1;1;1;3;6;1;1;6;6;6;5;6;12;1;0;1;1;0;1;0;0;0;0;1;0;NA;3;4;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;4;NA;6;5;5;4;4;3;3;2;2;2;2;2;1;5;6;3;3;NA;5;4;6;4;3;3;3;3;4;3;2;3;3;3;5;4;2;4;4;6;6;3;3;2;4;4;4;4;6;6;2;2;4;2;6;NA;2;3;4;3;2;2;3;1;1;4;2;4;3;3;3;3;4;4;4;7;0;0;0;1;0
1045;1;1;1;1;2;30;Finland;5;1;2;2;4;6;1;1;6;6;6;6;6;36;1;0;0;1;1;0;0;0;0;0;0;0;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;NA;5;2;5;2;2;1;1;1;2;2;1;2;1;5;4;5;2;2;NA;3;4;5;5;4;6;3;4;4;3;2;2;4;5;5;2;7;2;6;5;5;6;7;7;1;1;1;1;1;4;4;4;1;4;NA;4;4;4;4;4;4;3;2;4;4;4;4;3;3;5;3;3;5;5;2;0;0;0;1;0
1046;1;1;1;1;1;52;Colombia;8;1;1;1;1;5;5;5;5;5;6;6;6;9;1;0;1;1;1;1;0;0;0;0;1;0;NA;2;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;NA;6;2;6;1;2;5;6;2;2;2;1;1;2;2;2;2;2;6;1;2;1;1;1;1;1;1;1;1;1;5;1;1;1;1;6;6;6;1;1;1;1;1;6;5;2;2;1;1;1;1;5;1;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;5;5;4;5;4;1;1;3;0;0;0;1;0
1047;1;1;1;1;2;27;Colombia;8;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1049;1;1;1;1;2;38;Colombia;5;2;1;1;1;5;1;1;6;4;4;5;5;22;1;1;1;1;1;1;1;1;1;0;0;0;NA;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;5;6;6;3;2;1;2;2;2;2;2;2;2;4;5;5;3;4;4;4;4;3;4;5;5;5;6;4;2;2;4;2;5;6;4;5;3;5;5;2;4;5;5;3;2;5;5;3;6;5;3;5;3;NA;2;2;3;3;3;2;2;1;1;4;2;4;4;5;2;5;3;3;2;3;0;0;0;1;0
1050;1;1;1;1;2;30;Colombia;4;1;3;1;1;6;1;1;6;5;6;5;6;23;1;1;1;1;0;1;0;0;0;0;0;0;NA;2;3;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;3;NA;6;6;6;1;1;1;1;1;2;2;1;2;2;2;6;2;5;1;4;6;2;2;2;4;4;4;4;4;2;2;5;2;4;5;2;2;2;6;6;2;4;2;5;5;4;6;6;4;4;4;5;2;4;NA;2;1;4;2;4;1;2;1;1;2;2;4;5;5;2;5;5;3;2;3;0;0;0;1;0
1051;1;1;1;1;2;33;Colombia;4;1;3;3;1;5;1;1;6;5;6;6;6;15;1;0;1;1;1;1;1;0;0;0;1;0;NA;1;350;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;3;NA;4;2;5;6;4;2;4;2;2;2;2;2;2;1;4;4;4;6;2;6;4;2;2;2;4;2;1;1;1;2;2;2;5;2;6;6;4;1;4;1;4;2;6;2;6;4;5;5;2;1;6;2;4;NA;2;2;2;4;1;2;1;2;2;3;4;5;4;3;3;4;3;3;3;3;0;0;0;1;0
1052;1;1;1;1;2;43;Colombia;5;1;3;1;3;1;1;1;6;5;6;6;6;15;1;1;1;1;0;1;0;0;0;0;1;0;NA;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;no;5;4;4;4;3;2;3;2;2;2;1;2;1;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;2;2;2;2;2;5;3;2;4;2;2;4;2;5;2;5;No;1;1;1;1;1;1;1;1;1;3;3;3;2;4;2;4;3;2;2;3;0;0;0;1;0
1053;1;1;1;1;2;26;Italy;5;1;3;1;1;6;1;2;6;4;6;6;6;20;1;1;1;1;0;1;1;0;1;1;0;0;NA;1;80;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;NA;5;4;6;4;2;1;1;2;2;2;1;2;2;3;2;2;3;5;6;3;3;4;4;3;4;3;2;4;3;2;2;4;4;2;5;5;4;3;4;2;3;5;3;4;1;3;4;4;4;3;3;2;4;NA;2;2;1;2;1;1;1;1;1;1;1;3;4;3;3;3;3;2;2;5;0;0;0;1;0
1054;1;1;1;1;1;26;Italy;8;1;1;1;1;6;1;1;6;5;6;6;6;15;1;1;1;1;0;1;1;1;0;0;1;0;NA;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;NA;5;4;3;2;1;2;1;1;2;2;1;2;2;4;4;2;1;3;6;1;1;1;5;4;4;4;1;2;2;2;2;2;4;4;3;2;4;3;6;1;1;2;4;4;2;2;1;1;4;2;5;1;4;NA;2;2;2;2;4;1;2;1;1;3;2;3;4;3;4;4;4;3;3;5;0;0;0;1;0
1055;1;1;1;1;2;25;NA;8;1;3;2;4;5;1;1;4;4;5;5;6;10;1;0;1;1;0;1;1;0;0;0;1;0;NA;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;NA;6;4;5;1;2;2;4;2;2;2;2;2;2;6;6;5;2;2;5;1;4;5;5;6;3;5;6;6;3;5;2;2;4;2;5;3;5;6;6;3;5;5;3;6;6;6;5;4;6;4;4;3;3;NA;4;4;1;3;2;1;1;1;1;4;5;4;2;2;4;3;2;4;5;7;0;0;0;1;0
1056;1;1;1;1;2;27;Colombia;8;1;3;1;1;3;1;1;5;3;5;5;5;15;1;1;1;1;1;1;0;0;0;0;0;0;NA;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;NA;5;2;2;6;5;1;4;1;2;2;1;2;2;4;1;2;4;3;5;3;1;1;1;2;2;2;2;1;1;1;1;1;3;2;6;6;6;1;1;1;1;1;6;1;1;1;1;1;1;1;5;2;5;NA;2;2;2;2;2;1;2;1;1;2;1;2;5;5;4;5;5;2;2;3;0;0;0;1;0
1057;1;1;1;1;2;35;Colombia;5;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1058;1;1;1;1;1;30;Colombia;4;1;3;1;2;5;1;1;5;3;5;5;5;15;1;0;0;1;1;1;1;0;1;0;1;0;NA;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;NA;6;5;5;3;4;1;4;2;2;2;1;2;2;2;4;2;1;1;5;2;1;1;1;3;5;5;2;1;1;6;1;2;5;5;5;5;5;2;5;1;1;2;4;3;2;6;1;1;6;4;4;1;5;NA;2;2;2;2;2;2;2;2;1;3;1;3;5;5;2;5;4;3;1;3;0;0;0;1;0
1059;1;1;1;1;2;42;Colombia;4;2;4;1;1;5;2;1;5;4;6;5;6;14;1;0;1;1;1;1;1;0;0;0;1;0;NA;3;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;NA;5;5;5;2;2;2;5;2;2;2;1;2;2;5;5;4;2;4;5;1;1;2;2;4;4;4;2;2;2;1;6;2;2;2;6;5;5;2;5;2;2;4;5;4;2;1;1;6;1;NA;NA;NA;NA;NA;2;2;4;1;1;2;1;1;1;2;2;4;5;4;3;4;3;3;3;3;0;0;0;1;0
1060;1;1;1;1;2;21;Colombia;4;2;4;1;1;6;1;1;6;6;6;6;6;10;1;0;1;1;1;1;1;1;0;0;1;1;pico y cédula para hacer compras de víveres y medicinas;3;100;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;5;5;5;5;1;1;5;1;2;2;1;2;2;6;6;6;1;1;6;1;1;6;6;6;6;6;4;5;6;6;1;1;4;1;6;6;6;6;6;6;6;6;5;1;1;5;5;5;6;6;5;3;5;Afecta a mi familia económicamente y mi posibilidad de conseguir mi primer trabajo como profesional en áreas de cultura que se ven directamente afectadas y han sido aplazadas.     Las entrevistas de trabajo han sido aplazadas hasta nuevo aviso;3;4;4;2;2;4;1;2;4;1;5;5;3;2;5;4;3;5;4;3;0;0;0;1;0
1061;1;1;1;1;2;41;Denmark;8;1;1;1;1;5;1;1;6;6;6;6;6;18;1;1;1;1;1;1;1;0;0;0;0;0;NA;1;4;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;2;NA;6;6;6;1;1;1;1;1;1;2;NA;2;2;3;4;1;1;4;6;3;1;1;1;4;3;5;1;2;1;5;1;2;1;1;5;4;3;1;4;4;1;5;3;1;1;1;1;1;5;2;6;1;4;Har ikke noget at tilføje;2;2;1;2;4;1;3;1;1;3;2;2;4;3;4;4;3;3;1;4;0;0;0;1;0
1062;1;1;1;1;2;68;Colombia;4;2;4;1;1;6;1;1;6;6;6;6;6;15;1;0;1;1;1;1;0;0;0;0;0;0;NA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;NA;6;5;6;1;2;1;4;NA;2;2;1;2;2;4;4;2;2;1;3;4;1;1;4;4;4;4;2;2;2;2;5;2;4;5;4;7;6;2;4;1;2;7;7;4;4;NA;NA;1;NA;NA;NA;NA;NA;NA;1;1;2;2;1;1;1;1;1;2;2;2;4;3;2;4;3;3;2;3;0;0;0;1;0
1063;1;1;1;1;2;24;Colombia;8;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1064;1;1;1;1;2;20;Panama;4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;1;0;0
1065;1;1;1;1;2;27;UK;5;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;1;0;0
1066;1;1;1;1;2;27;Colombia;4;1;3;1;1;6;1;1;5;2;5;6;6;13;1;1;1;1;1;1;1;0;0;0;1;0;NA;2;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;NA;6;5;5;1;1;1;6;2;2;2;1;1;2;2;4;2;1;4;5;3;2;1;2;2;4;1;1;1;1;6;1;5;4;1;6;5;5;3;4;1;1;2;5;4;2;6;4;4;4;2;5;1;4;La entidad en la que trabajo no va a cerrar por ser del Estado, pero mi contrato posiblemente se acabe en medio de la cuarentena y no lo renueven porque mi objeto contractual es el trabajo con comunidades.;2;1;4;4;4;1;2;2;1;2;3;3;4;4;3;5;3;3;3;3;0;0;0;1;0
1067;1;1;1;1;2;18;Colombia;4;2;4;1;1;6;1;1;4;5;5;4;6;20;1;0;1;1;1;1;1;0;1;0;0;0;NA;3;4;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;3;NA;5;4;5;3;2;1;2;2;2;2;1;1;2;2;5;3;5;6;2;5;5;2;1;2;3;4;1;2;2;2;4;2;5;1;4;6;4;2;4;1;2;4;5;1;2;NA;5;4;4;4;5;1;NA;NA;2;1;2;2;1;1;1;1;1;3;3;4;5;5;2;4;4;2;3;3;0;0;0;1;0
1068;1;1;1;1;2;21;Colombia;4;2;4;1;1;5;1;1;5;5;5;5;6;15;1;0;1;1;1;1;1;0;0;0;1;0;NA;3;3;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;4;NA;4;2;4;4;2;2;4;2;2;2;1;2;2;4;4;4;2;3;5;4;2;2;4;2;3;4;2;2;2;2;5;2;4;2;5;5;5;2;3;2;2;2;5;2;2;3;2;5;NA;NA;2;NA;NA;NA;2;2;3;2;4;1;1;1;1;2;2;3;4;5;2;5;5;3;3;3;0;0;0;1;0
1069;1;1;1;1;2;40;Colombia;8;1;3;1;1;6;1;1;6;6;6;5;6;13;0;0;1;1;0;1;0;0;0;0;1;0;NA;1;42;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;3;NA;6;5;5;2;1;1;2;2;2;2;1;2;2;7;7;7;5;5;7;7;1;1;7;1;2;2;2;2;2;5;1;1;4;2;5;5;5;1;1;1;1;1;6;2;2;4;1;2;2;4;4;2;4;NA;2;1;2;2;2;1;1;1;1;1;1;2;5;5;1;5;5;1;2;3;0;0;0;1;0
1070;1;1;1;1;1;27;Denmark;3;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;1;0;0
1071;1;1;1;1;2;32;Colombia;4;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1072;1;1;1;1;2;35;Colombia;5;1;1;1;1;6;1;1;6;3;6;6;6;23;1;0;1;1;1;1;0;0;0;0;1;0;NA;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4;NA;5;5;5;2;1;1;4;1;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
